entity_type,entity_id,forecast_month,forecast_oil_bbl,forecast_gas_mcf,model_type,r2_score,qi,di,b_factor
well,33-053-05817-0000,2025-01-01,398.19101474561546,2747.4085592847323,hyperbolic,0.9880697534763336,2210.0510455095214,0.039381327391771664,0.6985433487124121
well,33-053-05817-0000,2025-02-01,393.5020104004438,2722.846376628981,hyperbolic,0.9880697534763336,2210.0510455095214,0.039381327391771664,0.6985433487124121
well,33-053-05817-0000,2025-03-01,388.90602846110954,2698.7194805422305,hyperbolic,0.9880697534763336,2210.0510455095214,0.039381327391771664,0.6985433487124121
well,33-053-05817-0000,2025-04-01,384.4004856465536,2675.0164015494156,hyperbolic,0.9880697534763336,2210.0510455095214,0.039381327391771664,0.6985433487124121
well,33-053-05817-0000,2025-05-01,379.9828905765783,2651.726069616584,hyperbolic,0.9880697534763336,2210.0510455095214,0.039381327391771664,0.6985433487124121
well,33-053-05817-0000,2025-06-01,375.65083979661966,2628.83779691209,hyperbolic,0.9880697534763336,2210.0510455095214,0.039381327391771664,0.6985433487124121
well,33-053-05817-0000,2025-07-01,371.40201400451645,2606.3412614529298,hyperbolic,0.9880697534763336,2210.0510455095214,0.039381327391771664,0.6985433487124121
well,33-053-05817-0000,2025-08-01,367.2341744675142,2584.226491583636,hyperbolic,0.9880697534763336,2210.0510455095214,0.039381327391771664,0.6985433487124121
well,33-053-05817-0000,2025-09-01,363.1451596185034,2562.4838512387037,hyperbolic,0.9880697534763336,2210.0510455095214,0.039381327391771664,0.6985433487124121
well,33-053-05817-0000,2025-10-01,359.1328818212153,2541.1040259427896,hyperbolic,0.9880697534763336,2210.0510455095214,0.039381327391771664,0.6985433487124121
well,33-053-05817-0000,2025-11-01,355.19532429475714,2520.0780095059376,hyperbolic,0.9880697534763336,2210.0510455095214,0.039381327391771664,0.6985433487124121
well,33-053-05817-0000,2025-12-01,351.33053818848623,2499.3970913739263,hyperbolic,0.9880697534763336,2210.0510455095214,0.039381327391771664,0.6985433487124121
well,33-053-05593-0000,2024-01-01,146.18916014223788,1180.2548922792305,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2024-02-01,143.03473334093502,1164.1193400391003,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2024-03-01,139.977140272697,1148.3828201349816,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2024-04-01,137.01254156409124,1133.0311495639444,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2024-05-01,134.13728380771133,1118.0507994398831,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2024-06-01,131.3478889501247,1103.4288580577909,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2024-07-01,128.64104437530455,1089.1529964176284,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2024-08-01,126.01359363217745,1075.2114360196297,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2024-09-01,123.46252775913418,1061.592918759098,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2024-10-01,120.9849771621831,1048.2866787634275,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2024-11-01,118.5782040069194,1035.2824160273415,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2024-12-01,116.23959508766546,1022.5702717143988,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2025-01-01,113.9666551400414,1010.1408050037167,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2025-02-01,111.75700056587581,997.9849713707758,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2025-03-01,109.60835354178866,986.0941022001969,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2025-04-01,107.51853648499326,974.4598856365583,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2025-05-01,105.48546685189164,963.0743485868129,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2025-06-01,103.50715224689276,951.929839794654,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2025-07-01,101.58168582058572,941.0190139134056,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2025-08-01,99.7072419379596,930.3348165096788,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2025-09-01,97.88207209879397,919.8704699352244,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2025-10-01,96.10450109365983,909.6194600091612,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2025-11-01,94.3729233801796,899.5755234570998,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-05593-0000,2025-12-01,92.68579966530687,889.7326360576666,hyperbolic,0.9957575327658874,2115.4802333591724,0.0702820276014809,0.4360588616262112
well,33-053-06582-0000,2024-01-01,146.50215078632178,781.8001125066875,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2024-02-01,142.23783082058586,763.6555367846838,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2024-03-01,138.0976347989188,745.956038717327,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2024-04-01,134.0779497763223,728.6901144968401,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2024-05-01,130.17526797180716,711.846572763589,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2024-06-01,126.38618370732526,695.4145257105317,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2024-07-01,122.70739043580255,679.3833804525269,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2024-08-01,119.13567785567842,663.7428306523087,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2024-09-01,115.66792910943347,648.4828483951338,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2024-10-01,112.30111806366179,633.5936763044277,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2024-11-01,109.03230666831364,619.0658198909267,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2024-12-01,105.8586423928036,604.890040128131,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2025-01-01,102.77735573674798,591.0573462470579,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2025-02-01,99.78575781315845,577.5589887435663,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2025-03-01,96.88123800198261,564.3864525916649,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2025-04-01,94.06126167194466,551.5314506565061,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2025-05-01,91.32336796869784,538.985917300905,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2025-06-01,88.66516766735776,526.7420021794835,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2025-07-01,86.08434108754386,514.7920642146536,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2025-08-01,83.57863606910867,503.1286657488986,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2025-09-01,81.1458660067885,491.7445668679782,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2025-10-01,78.7839079420609,480.6327198898138,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2025-11-01,76.4907007105436,469.7862640140304,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-06582-0000,2025-12-01,74.26424314331751,459.1985201272576,hyperbolic,0.9265776336687592,4642.098480557354,0.026071938829865044,0.05834344088365085
well,33-053-04822-0000,2024-01-01,222.76316933688287,1095.8183797153722,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2024-02-01,219.82521704041093,1082.2614214472699,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2024-03-01,216.95055848527082,1068.995999539161,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2024-04-01,214.13731017889276,1056.0132308298535,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2024-05-01,211.3836598917785,1043.3045810259232,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2024-06-01,208.68786339509177,1030.8618479849322,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2024-07-01,206.04824137309393,1018.6771459415943,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2024-08-01,203.46317649971022,1006.7428906158397,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2024-09-01,200.9311106692496,995.0517851461713,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2024-10-01,198.45054237198167,983.5968067958142,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2024-11-01,196.02002420590583,972.3711943829054,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2024-12-01,193.63816051662903,961.3684363894521,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2025-01-01,191.30360515780782,950.5822597069662,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2025-02-01,189.01505936510952,940.0066189796289,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2025-03-01,186.77126973711043,929.6356865085519,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2025-04-01,184.57102631697816,919.4638426832023,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2025-05-01,182.41316076918164,909.4856669083791,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2025-06-01,180.2965446458438,899.6959289972533,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2025-07-01,178.22008773769366,890.0895810029767,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2025-08-01,176.18273650489397,880.6617494631834,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2025-09-01,174.18347258331735,871.4077280334016,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2025-10-01,172.22131136211877,862.3229704869756,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2025-11-01,170.29530062871066,853.4030840605378,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-04822-0000,2025-12-01,168.40451927748435,844.6438231254325,hyperbolic,0.9885613975008595,999.1672757856697,0.03523260761433968,0.6474366169279192
well,33-053-07016-0000,2024-01-01,135.11079073244616,785.2913754166542,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2024-02-01,132.20460381486697,772.6694144290708,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2024-03-01,129.3808796743325,760.3650716581964,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2024-04-01,126.63672020822409,748.3675200195905,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2024-05-01,123.96934851273478,736.6663963777952,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2024-06-01,121.37610301637568,725.2517776735802,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2024-07-01,118.85443193553967,714.1141584813337,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2024-08-01,116.40188803237888,703.244429899047,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2024-09-01,114.01612365658896,692.6338596807929,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2024-10-01,111.69488605392647,682.2740735284236,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2024-11-01,109.43601292543576,672.1570374654556,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2024-12-01,107.23742822241991,662.2750412218467,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2025-01-01,105.09713816317844,652.6206825636307,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2025-02-01,103.0132274584478,643.1868525062025,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2025-03-01,100.98385573332978,633.9667213544902,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2025-04-01,99.0072541342818,624.9537255173369,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2025-05-01,97.08172211047743,616.1415550471702,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2025-06-01,95.20562435952444,607.5241418595025,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2025-07-01,93.37738792816545,599.0956485899986,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2025-08-01,91.59549945917374,590.8504580497895,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2025-09-01,89.85850257620801,582.7831632424271,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2025-10-01,88.16499539890191,574.8885579083886,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2025-11-01,86.51362818094087,567.1616275653539,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07016-0000,2025-12-01,84.90310106432449,559.5975410146277,hyperbolic,0.9901619241439734,5599.433478336218,0.05089111683517896,0.5802149369124637
well,33-053-07968-0000,2024-01-01,134.1412606563854,664.5277795223602,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2024-02-01,131.30299748915542,654.7687158752971,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2024-03-01,128.5435757976705,645.2420057827165,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2024-04-01,125.86029066097763,635.94003622301,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2024-05-01,123.25054738740076,626.8555105544649,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2024-06-01,120.7118563217593,617.9814326354784,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2024-07-01,118.24182792979069,609.3110918764759,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2024-08-01,115.83816814326323,600.838049161105,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2024-09-01,113.49867395034944,592.5561235789766,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2024-10-01,111.22122921683766,584.4593799165191,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2024-11-01,109.00380072469426,576.5421168564673,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2024-12-01,106.84443441535835,568.7988558401258,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2025-01-01,104.74125182595843,561.224330549884,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2025-02-01,102.6924467073916,553.8134769725177,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2025-03-01,100.69628181390556,546.5614240066345,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2025-04-01,98.75108585447425,539.4634845802127,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2025-05-01,96.85525059686424,532.5151472465806,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2025-06-01,95.00722811585374,525.712068229381,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2025-07-01,93.20552817759322,519.0500638891115,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2025-08-01,91.44871575258682,512.5251035857016,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2025-09-01,89.7354086502332,506.13330291333153,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2025-10-01,88.0642752682908,499.8709172852995,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2025-11-01,86.43403245103339,493.7343358482319,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-07968-0000,2025-12-01,84.84344345023361,487.7200757063074,hyperbolic,0.995294157724888,1136.3057954099158,0.04267956196144345,0.3217893178896259
well,33-053-05368-0000,2024-01-01,156.59865297809145,937.8810082342791,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2024-02-01,154.10017902941686,927.037098628884,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2024-03-01,151.66370552614413,916.4251436880684,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2024-04-01,149.2871543506753,906.0379470298533,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2024-05-01,146.96853480394753,895.8686035220712,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2024-06-01,144.70593919388622,885.9104847967652,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2024-07-01,142.49753868289145,876.1572256166721,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2024-08-01,140.34157937704666,866.6027110360781,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2024-09-01,138.23637864103438,857.2410643027376,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2024-10-01,136.18032162393098,848.0666354515946,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2024-11-01,134.1718579821434,839.0739905447348,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2024-12-01,132.20949878675154,830.2579015153997,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2025-01-01,130.29181360344316,821.6133365769848,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2025-02-01,128.4174277340732,813.1354511608196,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2025-03-01,126.58501960966166,804.8195793491304,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2025-04-01,124.79331832536236,796.6612257720097,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2025-05-01,123.0411013085976,788.656057939428,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2025-06-01,121.32719211216562,780.7998989813713,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2025-07-01,119.6504583246924,773.0887207710658,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2025-08-01,118.00980959132073,765.5186374079886,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2025-09-01,116.40419573801175,758.0858990389655,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2025-10-01,114.83260499327997,750.7868859971371,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2025-11-01,113.29406230159627,743.6181032399376,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-05368-0000,2025-12-01,111.7876277230744,736.5761750685001,hyperbolic,0.9921700517112001,1054.7103748861243,0.04787566225792167,0.5695086327306403
well,33-053-04469-0000,2024-01-01,182.00710473962113,604.7319414541221,hyperbolic,0.9876234901723285,3288.3093295050357,0.03613786124236013,0.47558918034419534
well,33-053-04469-0000,2024-02-01,179.35981333230063,595.0798682827289,hyperbolic,0.9876234901723285,3288.3093295050357,0.03613786124236013,0.47558918034419534
well,33-053-04469-0000,2024-03-01,176.7698700234002,585.6534045634916,hyperbolic,0.9876234901723285,3288.3093295050357,0.03613786124236013,0.47558918034419534
well,33-053-04469-0000,2024-04-01,174.23563014236342,576.4456293782912,hyperbolic,0.9876234901723285,3288.3093295050357,0.03613786124236013,0.47558918034419534
well,33-053-04469-0000,2024-05-01,171.7555075599557,567.4498839071229,hyperbolic,0.9876234901723285,3288.3093295050357,0.03613786124236013,0.47558918034419534
well,33-053-04469-0000,2024-06-01,169.32797220537776,558.6597596446248,hyperbolic,0.9876234901723285,3288.3093295050357,0.03613786124236013,0.47558918034419534
well,33-053-04469-0000,2024-07-01,166.951547705375,550.0690872286694,hyperbolic,0.9876234901723285,3288.3093295050357,0.03613786124236013,0.47558918034419534
well,33-053-04469-0000,2024-08-01,164.6248091385405,541.6719258450088,hyperbolic,0.9876234901723285,3288.3093295050357,0.03613786124236013,0.47558918034419534
well,33-053-04469-0000,2024-09-01,162.346380898432,533.4625531743363,hyperbolic,0.9876234901723285,3288.3093295050357,0.03613786124236013,0.47558918034419534
well,33-053-04469-0000,2024-10-01,160.11493465951784,525.4354558503112,hyperbolic,0.9876234901723285,3288.3093295050357,0.03613786124236013,0.47558918034419534
well,33-053-04469-0000,2024-11-01,157.9291874403368,517.5853203991281,hyperbolic,0.9876234901723285,3288.3093295050357,0.03613786124236013,0.47558918034419534
