api_number,production_month,oil_production_bbl,gas_production_mcf,water_production_bbl,water_cut_pct,gor_mcf_per_bbl,days_on_production
33-053-03639-0000,2024-11-01,1091.958,134.09633,,,0.12280356021019122,
33-053-03639-0000,2024-12-01,1122.2371,417.92715,,,0.37240539454630395,
33-053-03639-0000,2025-06-01,1052.981,394.49933,,,0.37464999843302016,
33-053-03639-0000,2025-10-01,1066.2889,401.0585,,,0.37612555096465883,
33-053-03639-0000,2025-11-01,1026.905,127.62233,,,0.12427861389320337,
33-053-04150-0000,2014-09-01,11746.0,44.166668,5716.0,32.73393654793265,0.0037601454112038144,30.0
33-053-04150-0000,2014-11-01,8664.0,44.166668,3946.0,31.292624900872323,0.005097722530009233,30.0
33-053-04150-0000,2015-02-01,4691.0,201.66667,2285.0,32.75516055045872,0.04299012364101471,24.0
33-053-04150-0000,2015-04-01,5047.0,1692.8334,2339.0,31.668020579474682,0.33541379037051716,30.0
33-053-04150-0000,2015-05-01,2544.0,918.16669,1392.0,35.36585365853659,0.36091457940251576,18.0
33-053-04150-0000,2015-07-01,6192.0,1646.3334,3772.0,37.85628261742272,0.2658807170542636,26.0
33-053-04150-0000,2015-11-01,3719.0,44.166668,2009.0,35.07332402234637,0.01187595267545039,30.0
33-053-04150-0000,2016-01-01,3589.0,4.6666665,1961.0,35.333333333333336,0.001300269295068264,31.0
33-053-04150-0000,2016-02-01,2444.0,1162.5,1121.0,31.444600280504908,0.4756546644844517,24.0
33-053-04150-0000,2016-05-01,2753.0,45.666668,1347.0,32.853658536585364,0.016587965128950236,31.0
33-053-04150-0000,2016-08-01,2163.0,45.666668,845.0,28.091755319148938,0.021112652797041147,31.0
33-053-04150-0000,2016-09-01,2048.0,608.33331,813.0,28.416637539321915,0.2970377490234375,30.0
33-053-04150-0000,2016-12-01,2379.0,572.83331,1038.0,30.37752414398595,0.2407874358974359,31.0
33-053-04150-0000,2017-02-01,1867.0,581.5,786.0,29.62683754240483,0.31146223888591323,28.0
33-053-04150-0000,2017-03-01,2007.0,0.5,851.0,29.776067179846045,0.00024912805181863477,31.0
33-053-04150-0000,2017-05-01,1943.0,45.666668,880.0,31.172511512575273,0.02350317447246526,31.0
33-053-04150-0000,2017-07-01,2254.0,740.83331,968.0,30.043451272501553,0.32867493788819874,27.0
33-053-04150-0000,2017-12-01,1412.0,494.66666,696.0,33.017077798861486,0.3503304957507082,31.0
33-053-04150-0000,2018-02-01,1204.0,41.333332,437.0,26.630103595368677,0.03433000996677741,28.0
33-053-04150-0000,2018-04-01,1282.0,44.166668,434.0,25.29137529137529,0.034451379095163805,30.0
33-053-04150-0000,2018-05-01,1184.0,7.0,437.0,26.958667489204196,0.0059121621621621625,31.0
33-053-04150-0000,2018-09-01,1077.0,13.666667,456.0,29.74559686888454,0.012689570102135563,30.0
33-053-04150-0000,2019-09-01,919.0,61.666668,407.0,30.693815987933636,0.06710192383025028,25.0
33-053-04150-0000,2019-10-01,1175.0,2.3333333,804.0,40.6265790803436,0.0019858155744680852,27.0
33-053-04150-0000,2020-03-01,993.0,415.33334,614.0,38.20784069695084,0.4182611681772407,20.0
33-053-04150-0000,2020-07-01,1656.0,618.16669,859.0,34.15506958250497,0.37328906400966183,29.0
33-053-04150-0000,2020-08-01,1716.0,45.666668,902.0,34.45378151260504,0.02661227738927739,31.0
33-053-04150-0000,2021-01-01,1860.0,45.666668,1206.0,39.33463796477495,0.024551972043010753,31.0
33-053-04150-0000,2021-05-01,1062.0,485.0,581.0,35.36214242239805,0.4566854990583804,24.0
33-053-04150-0000,2022-04-01,1158.925,365.41415,,,0.31530439847272257,
33-053-04150-0000,2022-07-01,1166.918,363.35999,,,0.311384338916702,
33-053-04150-0000,2022-09-01,1110.516,36.814335,,,0.03315065699188485,
33-053-04150-0000,2023-01-01,1110.514,337.50983,,,0.30392217477672506,
33-053-04150-0000,2023-02-01,995.76099,301.54468,,,0.30282837249930833,
33-053-04150-0000,2024-04-01,961.56299,276.32599,,,0.2873716988629107,
33-053-04150-0000,2024-07-01,973.16101,29.697666,,,0.030516703500071383,
33-053-04150-0000,2024-10-01,953.60999,28.797001,,,0.030197881001645128,
33-053-04150-0000,2025-02-01,839.42603,25.011168,,,0.029795559234683255,
33-053-04150-0000,2025-03-01,923.31799,255.438,,,0.2766522506509377,
33-053-04150-0000,2025-04-01,887.95099,244.84801,,,0.27574495975278995,
33-053-04150-0000,2025-05-01,911.67102,26.8915,,,0.029496934102391452,
33-053-04150-0000,2025-06-01,876.83197,240.18649,,,0.2739253337215795,
33-053-04150-0000,2025-10-01,883.82397,25.646999,,,0.029018220675775516,
33-053-04229-0000,2014-04-01,4956.0,13.833333,1560.0,23.941068139963168,0.0027912294188861984,15.0
33-053-04229-0000,2014-06-01,4762.0,586.33331,2024.0,29.826112584733274,0.12312753254934901,30.0
33-053-04229-0000,2014-07-01,6048.0,320.0,2431.0,28.670833824743486,0.05291005291005291,31.0
33-053-04229-0000,2014-10-01,4204.0,623.0,1667.0,28.393800034065748,0.14819219790675547,31.0
33-053-04229-0000,2014-12-01,2123.0,14.833333,751.0,26.130828114126654,0.00698696796985398,14.0
33-053-04229-0000,2015-01-01,4443.0,116.16666,2113.0,32.230018303843806,0.02614599594868332,30.0
33-053-04229-0000,2015-04-01,3024.0,610.33331,1203.0,28.459900638750884,0.20182979828042327,30.0
33-053-04229-0000,2015-05-01,3004.0,20.666666,1260.0,29.54971857410882,0.006879715712383489,31.0
33-053-04229-0000,2016-06-01,3539.0,561.83331,2115.0,37.407145383799076,0.1587548205707827,17.0
33-053-04229-0000,2017-01-01,1597.0,269.0,1243.0,43.767605633802816,0.16844082654978085,16.0
33-053-04229-0000,2017-05-01,2228.0,14.833333,1591.0,41.66012045037968,0.006657689856373429,21.0
33-053-04229-0000,2017-08-01,2724.0,801.66669,1516.0,35.75471698113207,0.2942976101321586,31.0
33-053-04229-0000,2017-09-01,2201.0,72.5,1589.0,41.92612137203166,0.03293957292139937,30.0
33-053-04229-0000,2018-01-01,280.0,79.0,154.0,35.483870967741936,0.28214285714285714,3.0
33-053-04229-0000,2018-02-01,2.0,,1141.0,99.82502187226596,,1.0
33-053-04229-0000,2018-06-01,9160.0,2981.8333,15345.0,62.619873495205056,0.32552765283842794,30.0
33-053-04229-0000,2018-09-01,6933.0,1210.3334,11330.0,62.0380003285331,0.1745757103706909,30.0
33-053-04229-0000,2019-02-01,3312.0,17.0,5849.0,63.84674162209366,0.005132850241545894,27.0
33-053-04229-0000,2020-10-01,2248.0,16.333334,2819.0,55.63449773041247,0.007265717971530249,27.0
33-053-04229-0000,2021-01-01,1807.0,792.16669,2941.0,61.94187026116259,0.43838776425013837,22.0
33-053-04229-0000,2021-07-01,1775.0,89.666664,3542.0,66.6165130712808,0.05051643042253521,31.0
33-053-04229-0000,2021-12-01,1506.0,15.5,2873.0,65.60858643525918,0.010292164674634794,31.0
33-053-04229-0000,2022-02-01,993.98999,1593.1073,,,1.6027397821179263,
33-053-04229-0000,2022-10-01,1048.74,1638.6378,,,1.562482407460381,
33-053-04229-0000,2022-11-01,1009.146,1571.9634,,,1.5577165246654103,
33-053-04229-0000,2022-12-01,1036.712,10.054833,,,0.009698771693585104,
33-053-04229-0000,2023-01-01,1030.72,9.965333,,,0.009668322143744178,
33-053-04229-0000,2023-10-01,981.203,1478.432,,,1.506754463653291,
33-053-04229-0000,2023-12-01,970.87598,9.0831671,,,0.009355640974864781,
33-053-04229-0000,2024-01-01,965.72198,9.0081663,,,0.00932790853533229,
33-053-04229-0000,2024-06-01,911.12598,8.3780003,,,0.009195216121485198,
33-053-04229-0000,2024-08-01,931.94897,1364.1118,,,1.4637194137357112,
33-053-04229-0000,2024-09-01,897.49298,8.1821671,,,0.009116692032510382,
33-053-04229-0000,2024-10-01,922.771,8.3885002,,,0.009090554644651815,
33-053-04229-0000,2025-06-01,859.664,7.645,,,0.008893009361797167,
33-053-04229-0000,2025-11-01,840.02002,7.3698335,,,0.008773402210104468,
33-053-04229-0000,2025-12-01,864.03699,1210.4142,,,1.4008823858339676,
33-053-04270-0000,2014-07-01,12700.0,1217.8334,1442.0,10.1965775703578,0.0958923937007874,31.0
33-053-04270-0000,2014-08-01,9225.0,2737.0,1085.0,10.52376333656644,0.29669376693766936,29.0
33-053-04270-0000,2015-05-01,5081.0,697.0,472.0,8.499909958580949,0.13717772092107852,31.0
33-053-04270-0000,2015-06-01,4574.0,841.33331,362.0,7.33387358184765,0.183938196327066,30.0
33-053-04270-0000,2015-09-01,3606.0,1134.3334,511.0,12.411950449356327,0.31456833056017747,30.0
33-053-04270-0000,2016-05-01,3070.0,352.66666,289.0,8.603751116403693,0.11487513355048859,11.0
33-053-04270-0000,2016-10-01,4115.0,65.166664,737.0,15.189612530915086,0.01583637035236938,31.0
33-053-04270-0000,2016-11-01,3310.0,49.666668,470.0,12.433862433862434,0.015005035649546828,30.0
33-053-04270-0000,2017-09-01,2374.0,365.0,638.0,21.181938911022577,0.15374894692502106,30.0
33-053-04270-0000,2018-05-01,1035.0,251.66667,167.0,13.893510815307819,0.24315620289855072,18.0
33-053-04270-0000,2018-06-01,2394.0,15.5,995.0,29.35969312481558,0.006474519632414369,30.0
33-053-04270-0000,2018-08-01,2026.0,51.333332,286.0,12.37024221453287,0.02533728134254689,31.0
33-053-04270-0000,2018-10-01,1935.0,22.666666,304.0,13.577489950870925,0.011714039276485788,31.0
33-053-04270-0000,2018-11-01,1853.0,467.33334,355.0,16.077898550724637,0.2522036373448462,30.0
33-053-04270-0000,2019-09-01,1439.0,594.33331,278.0,16.191030867792662,0.4130182835302293,29.0
33-053-04270-0000,2019-12-01,1501.0,710.66669,297.0,16.518353726362626,0.4734621518987342,31.0
33-053-04270-0000,2020-05-01,421.0,23.333334,147.0,25.880281690140844,0.055423596199524944,14.0
33-053-04270-0000,2021-02-01,1243.0,46.666668,287.0,18.758169934640524,0.03754357843925986,28.0
33-053-04270-0000,2021-05-01,1419.0,41.166668,549.0,27.896341463414636,0.029011041578576462,21.0
33-053-04270-0000,2021-11-01,1276.0,14.666667,308.0,19.444444444444446,0.011494253134796238,30.0
33-053-04270-0000,2022-02-01,1061.0,33.064999,240.0,18.447348193697156,0.031163995287464656,28.0
33-053-04270-0000,2022-10-01,1022.497,324.46268,,,0.31732384544893527,
33-053-04270-0000,2023-03-01,985.49799,365.42834,,,0.37080576896965567,
33-053-04270-0000,2024-02-01,854.315,281.26532,,,0.3292290548568151,
33-053-04270-0000,2024-04-01,872.25702,332.99084,,,0.381757707149207,
33-053-04270-0000,2024-12-01,856.84497,332.55783,,,0.38811901994359616,
33-053-04270-0000,2025-03-01,841.71399,328.59216,,,0.39038457706993795,
33-053-04270-0000,2025-12-01,798.98499,274.78665,,,0.34391966487380443,
33-053-04272-0000,2015-03-01,6233.0,758.5,541.0,7.9864186595807505,0.12169099951869083,31.0
33-053-04272-0000,2015-04-01,5354.0,805.0,518.0,8.821525885558582,0.15035487485991783,30.0
33-053-04272-0000,2015-07-01,6487.0,1666.8334,744.0,10.289033328723551,0.2569498073069215,31.0
33-053-04272-0000,2015-09-01,4433.0,992.66669,561.0,11.233480176211454,0.22392661628693888,30.0
33-053-04272-0000,2016-03-01,1928.0,18.166666,231.0,10.699397869383974,0.009422544605809128,16.0
33-053-04272-0000,2016-06-01,4036.0,503.0,1506.0,27.174305304944063,0.12462834489593658,13.0
33-053-04272-0000,2017-05-01,4079.0,492.0,723.0,15.056226572261558,0.12061779848001962,26.0
33-053-04272-0000,2017-08-01,3780.0,602.16669,970.0,20.42105263157895,0.15930335714285715,31.0
33-053-04272-0000,2017-09-01,3442.0,49.666668,830.0,19.428838951310862,0.014429595583962812,30.0
33-053-04272-0000,2017-12-01,4594.0,1067.1666,1306.0,22.135593220338983,0.23229573356552025,31.0
33-053-04272-0000,2018-01-01,4131.0,1063.0,1216.0,22.741724331400786,0.25732268215928344,30.0
33-053-04272-0000,2018-02-01,65.0,9.833333,251.0,79.43037974683544,0.15128204615384616,7.0
33-053-04272-0000,2018-04-01,2063.0,52.333332,1045.0,33.62290862290862,0.025367587009209887,28.0
33-053-04272-0000,2018-06-01,1621.0,16.666666,250.0,13.361838588989844,0.010281718692165329,30.0
33-053-04272-0000,2018-08-01,1155.0,233.16667,300.0,20.618556701030926,0.20187590476190478,31.0
33-053-04272-0000,2018-10-01,1776.0,51.666668,451.0,20.251459362370902,0.02909159234234234,31.0
33-053-04272-0000,2020-01-01,1866.0,259.33334,773.0,29.291398256915496,0.1389782100750268,31.0
33-053-04272-0000,2020-02-01,303.0,8.166667,257.0,45.89285714285714,0.026952696369636965,10.0
33-053-04272-0000,2020-03-01,1906.0,575.16669,812.0,29.874908020603385,0.30176636411332636,31.0
33-053-04272-0000,2020-04-01,1842.0,613.83331,681.0,26.991676575505352,0.3332428393051031,30.0
33-053-04272-0000,2020-12-01,1413.0,51.666668,473.0,25.079533404029693,0.03656522859164898,31.0
33-053-04272-0000,2021-03-01,1094.0,43.333332,390.0,26.28032345013477,0.03960999268738574,26.0
33-053-04272-0000,2021-07-01,1685.0,723.5,670.0,28.450106157112526,0.42937685459940655,31.0
33-053-04272-0000,2021-10-01,1373.0,56.166668,570.0,29.336078229541947,0.04090798834668609,31.0
33-053-04272-0000,2022-08-01,1725.819,1251.0861,,,0.7249231234561678,
33-053-04272-0000,2022-10-01,1700.754,65.722336,,,0.03864305831413597,
33-053-04272-0000,2022-11-01,1634.2581,63.284668,,,0.038723790324184416,
33-053-04272-0000,2023-06-01,1557.173,1152.3224,,,0.7400092346836222,
33-053-04272-0000,2024-01-01,1536.671,61.180332,,,0.03981355280343027,
33-053-04272-0000,2024-02-01,1428.929,1073.735,,,0.7514264179675826,
33-053-04272-0000,2024-04-01,1459.881,58.439835,,,0.040030547010338514,
33-053-04272-0000,2024-12-01,1437.671,1099.7394,,,0.7649451091383216,
33-053-04272-0000,2025-02-01,1284.149,985.53101,,,0.7674584569236126,
33-053-04272-0000,2025-07-01,1382.257,56.774834,,,0.04107400722152248,
33-053-04272-0000,2025-08-01,1374.564,56.551666,,,0.04114152996877555,
33-053-04314-0000,2014-10-01,6044.0,6.6666665,11888.0,66.29489181351774,0.0011030222534745202,29.0
33-053-04314-0000,2015-04-01,3974.0,0.16666667,8415.0,67.92315763984179,4.193927277302466e-05,30.0
33-053-04314-0000,2015-05-01,3224.0,405.16666,7763.0,70.65623009010649,0.12567204094292803,31.0
33-053-04314-0000,2015-08-01,3118.0,536.5,6318.0,66.95633743111487,0.1720654265554843,31.0
33-053-04314-0000,2015-09-01,3143.0,54.333332,6264.0,66.5887105347082,0.017287092586700605,29.0
33-053-04314-0000,2015-12-01,596.0,2.0,3475.0,85.35986244166052,0.003355704697986577,15.0
33-053-04314-0000,2016-03-01,2724.0,376.0,4369.0,61.59593965881855,0.13803230543318648,31.0
33-053-04314-0000,2016-06-01,2687.0,341.5,3990.0,59.757376067096004,0.12709341272794938,30.0
33-053-04314-0000,2017-12-01,1795.0,52.166668,1462.0,44.88793368130181,0.02906221058495822,31.0
33-053-04314-0000,2018-03-01,1573.0,5.1666665,711.0,31.129597197898423,0.0032845940877304514,31.0
33-053-04314-0000,2018-04-01,1358.0,20.0,532.0,28.14814814814815,0.014727540500736377,30.0
33-053-04314-0000,2018-07-01,987.0,1.1666666,1188.0,54.62068965517241,0.0011820330293819657,31.0
33-053-04314-0000,2018-09-01,904.0,3.5,773.0,46.09421586165772,0.0038716814159292035,30.0
33-053-04314-0000,2018-10-01,934.0,51.833332,752.0,44.60260972716489,0.055496072805139185,31.0
33-053-04314-0000,2019-09-01,1163.0,20.0,1437.0,55.269230769230774,0.017196904557179708,30.0
33-053-04314-0000,2019-11-01,1206.0,20.0,1121.0,48.17361409540181,0.01658374792703151,30.0
33-053-04314-0000,2020-02-01,725.0,167.0,824.0,53.195610071013554,0.2303448275862069,29.0
33-053-04314-0000,2020-09-01,736.0,313.5,1200.0,61.98347107438017,0.42595108695652173,30.0
33-053-04314-0000,2021-07-01,673.0,20.666666,963.0,58.86308068459658,0.03070827043090639,31.0
33-053-04314-0000,2021-08-01,504.0,152.16667,1508.0,74.95029821073558,0.30191799603174607,29.0
33-053-04314-0000,2021-11-01,479.0,18.0,1344.0,73.72462973121229,0.037578288100208766,29.0
33-053-04314-0000,2022-05-01,511.694,185.65083,,,0.3628161166634747,
33-053-04314-0000,2022-08-01,493.866,182.08383,,,0.36869075822186587,
33-053-04314-0000,2022-10-01,482.63901,179.80299,,,0.3725413534227165,
33-053-04314-0000,2022-11-01,461.88501,17.984501,,,0.038937182655050875,
33-053-04314-0000,2022-12-01,471.853,177.586,,,0.37635873884451304,
33-053-04314-0000,2023-01-01,466.53299,176.48283,,,0.3782858528396888,
33-053-04314-0000,2023-02-01,417.12601,16.484501,,,0.03951923544638226,
33-053-04314-0000,2023-03-01,456.69501,18.139,,,0.039717972832678854,
33-053-04314-0000,2023-06-01,427.95401,17.245001,,,0.04029638838995807,
33-053-04314-0000,2023-09-01,414.56699,16.945,,,0.04087397310625238,
33-053-04314-0000,2025-01-01,366.09698,154.31117,,,0.4215035316598351,
33-053-04314-0000,2025-05-01,353.20499,15.729333,,,0.04453315622749271,
33-053-04314-0000,2025-08-01,343.85101,15.495,,,0.045063121960874856,
33-053-04314-0000,2025-11-01,324.21301,142.11034,,,0.4383239895277491,
33-053-04417-0000,2015-02-01,8451.0,902.16669,6510.0,43.51313414878685,0.10675265530706425,28.0
33-053-04417-0000,2015-04-01,4689.0,1.8333334,5683.0,54.79174701118396,0.00039098600981019407,27.0
33-053-04417-0000,2015-08-01,5205.0,189.16667,4324.0,45.377269388183436,0.036343260326609034,31.0
33-053-04417-0000,2015-09-01,4154.0,908.5,3576.0,46.261319534282016,0.2187048627828599,30.0
33-053-04417-0000,2015-11-01,234.0,93.333336,217.0,48.11529933481153,0.3988604102564103,3.0
33-053-04417-0000,2016-03-01,3538.0,37.333332,3019.0,46.04239743785268,0.010552100621820238,31.0
33-053-04417-0000,2016-12-01,2572.0,55.666668,2456.0,48.84645982498011,0.02164333903576983,29.0
33-053-04417-0000,2017-05-01,1215.0,407.16666,1374.0,53.070683661645425,0.3351165925925926,20.0
33-053-04417-0000,2017-09-01,2336.0,29.5,2586.0,52.539618041446566,0.012628424657534247,30.0
33-053-04417-0000,2018-08-01,2014.0,20.666666,2175.0,51.921699689663406,0.010261502482621648,31.0
33-053-04417-0000,2018-11-01,1405.0,20.0,1714.0,54.953510740621994,0.014234875444839857,30.0
33-053-04417-0000,2019-04-01,1276.0,0.16666667,1551.0,54.86381322957199,0.00013061651253918493,30.0
33-053-04417-0000,2019-06-01,1309.0,363.66666,1519.0,53.71287128712871,0.2778202139037433,30.0
33-053-04417-0000,2019-09-01,1231.0,20.0,1417.0,53.512084592145015,0.016246953696181964,30.0
33-053-04417-0000,2019-12-01,1393.0,11.333333,2000.0,58.94488653109343,0.00813591744436468,17.0
33-053-04417-0000,2020-07-01,1194.0,1069.6666,1722.0,59.053497942386834,0.8958681742043552,31.0
33-053-04417-0000,2020-09-01,1151.0,20.0,1538.0,57.195983637039795,0.01737619461337967,30.0
33-053-04417-0000,2020-11-01,1153.0,20.0,1507.0,56.65413533834587,0.017346053772766695,30.0
33-053-04417-0000,2021-01-01,1105.0,9.333333,1491.0,57.43451463790446,0.00844645520361991,31.0
33-053-04417-0000,2021-04-01,1072.0,20.0,1369.0,56.0835723064318,0.018656716417910446,30.0
33-053-04417-0000,2021-06-01,1050.0,554.66669,1290.0,55.12820512820513,0.5282539904761905,30.0
33-053-04417-0000,2021-07-01,1031.0,20.666666,1345.0,56.607744107744104,0.02004526285160039,31.0
33-053-04417-0000,2021-08-01,1025.0,11.333333,1390.0,57.55693581780539,0.011056910243902438,31.0
33-053-04417-0000,2021-09-01,1140.0,0.16666667,1306.0,53.39329517579722,0.00014619883333333333,30.0
33-053-04417-0000,2022-01-01,1092.0,449.16666,1269.0,53.748411689961884,0.4113247802197802,31.0
33-053-04417-0000,2022-04-01,952.54602,21.607166,,,0.02268359275701976,
33-053-04417-0000,2022-05-01,977.052,22.179667,,,0.022700600377461997,
33-053-04417-0000,2022-07-01,963.172,21.895334,,,0.022732527523640637,
33-053-04417-0000,2023-01-01,924.08502,21.085333,,,0.022817524950247543,
33-053-04417-0000,2023-04-01,877.29602,364.25034,,,0.41519661744276465,
33-053-04417-0000,2023-08-01,883.59198,367.57535,,,0.4160012294362382,
33-053-04417-0000,2024-02-01,797.15601,332.42767,,,0.417017077999575,
33-053-04417-0000,2024-03-01,847.04602,19.449833,,,0.02296195547911317,
33-053-04417-0000,2024-05-01,837.25098,349.51868,,,0.41745986370777377,
33-053-04417-0000,2024-06-01,805.67902,336.44751,,,0.4175949747332381,
33-053-04417-0000,2025-03-01,792.302,331.68799,,,0.41863833487735735,
33-053-04417-0000,2025-04-01,762.75897,319.39267,,,0.41873341718944324,
33-053-04417-0000,2025-08-01,771.83502,323.46817,,,0.41908978164789673,
33-053-04417-0000,2025-10-01,764.03302,320.31799,,,0.4192462650370792,
33-053-04434-0000,2014-08-01,2298.0,70.0,3790.0,62.253613666228645,0.030461270670147953,30.0
33-053-04434-0000,2015-05-01,1448.0,265.5,1962.0,57.536656891495596,0.18335635359116023,31.0
33-053-04434-0000,2016-01-01,971.0,348.0,1417.0,59.33835845896147,0.3583934088568486,31.0
33-053-04434-0000,2016-04-01,971.0,9.5,1298.0,57.20581754076686,0.009783728115345005,20.0
33-053-04434-0000,2016-10-01,774.0,304.66666,1062.0,57.84313725490197,0.3936261757105943,31.0
33-053-04434-0000,2016-11-01,660.0,14.5,868.0,56.80628272251309,0.02196969696969697,29.0
33-053-04434-0000,2017-03-01,1026.0,15.5,1324.0,56.340425531914896,0.015107212475633527,31.0
33-053-04434-0000,2017-06-01,675.0,15.0,991.0,59.48379351740696,0.022222222222222223,30.0
33-053-04434-0000,2018-08-01,508.0,14.0,980.0,65.86021505376344,0.027559055118110236,31.0
33-053-04434-0000,2019-03-01,354.0,9.333333,682.0,65.83011583011583,0.026365347457627118,25.0
33-053-04434-0000,2019-06-01,393.0,11.5,578.0,59.52626158599382,0.029262086513994912,30.0
33-053-04434-0000,2019-07-01,422.0,201.5,641.0,60.30103480714958,0.4774881516587678,31.0
33-053-04434-0000,2019-08-01,417.0,11.833333,569.0,57.7079107505071,0.02837729736211031,31.0
33-053-04434-0000,2020-04-01,103.0,4.6666665,222.0,68.3076923076923,0.04530744174757281,7.0
33-053-04434-0000,2020-07-01,815.0,12.0,1023.0,55.65832426550599,0.014723926380368098,31.0
33-053-04434-0000,2020-10-01,478.0,12.0,843.0,63.81529144587434,0.02510460251046025,31.0
33-053-04434-0000,2021-04-01,369.0,162.33333,511.0,58.06818181818182,0.43992772357723575,22.0
33-053-04434-0000,2021-12-01,619.0,11.5,983.0,61.360799001248445,0.018578352180936994,31.0
33-053-04434-0000,2022-04-01,398.17401,147.509,,,0.3704636573341389,
33-053-04434-0000,2022-08-01,400.04599,9.126667,,,0.022814044455238755,
33-053-04434-0000,2022-12-01,389.48001,8.7576666,,,0.02248553552209265,
33-053-04434-0000,2023-04-01,367.48801,130.35916,,,0.35473037610125024,
33-053-04434-0000,2023-09-01,356.276,7.7601666,,,0.021781334134210555,
33-053-04434-0000,2023-12-01,361.595,7.7936668,,,0.021553580110344445,
33-053-04434-0000,2024-01-01,359.45001,7.7201667,,,0.021477720086862703,
33-053-04434-0000,2024-06-01,338.16299,114.25467,,,0.33786864139094586,
33-053-04434-0000,2024-07-01,347.46399,116.9935,,,0.33670683399450974,
33-053-04434-0000,2025-11-01,309.414,98.855835,,,0.3194937365471504,
33-053-04474-0000,2014-03-01,20128.0,5618.5,2537.0,11.193470108096184,0.2791385135135135,31.0
33-053-04474-0000,2014-04-01,14100.0,555.5,2254.0,13.78256084138437,0.039397163120567374,30.0
33-053-04474-0000,2014-05-01,11931.0,5.0,1695.0,12.43945398502862,0.00041907635571201073,31.0
33-053-04474-0000,2014-06-01,9005.0,750.0,1207.0,11.81942812377595,0.0832870627429206,30.0
33-053-04474-0000,2014-08-01,8620.0,4621.0,1458.0,14.467156181782101,0.5360788863109048,31.0
33-053-04474-0000,2015-02-01,6442.0,32.666668,1337.0,17.187299138706774,0.0050708891648556355,28.0
33-053-04474-0000,2015-03-01,6065.0,2003.6666,1401.0,18.765068309670507,0.33036547403132727,31.0
33-053-04474-0000,2015-08-01,3559.0,31.5,1479.0,29.35688765383089,0.008850800786737847,28.0
33-053-04474-0000,2015-09-01,3236.0,35.0,1082.0,25.057897174617878,0.010815822002472188,30.0
33-053-04474-0000,2015-11-01,2855.0,35.0,928.0,24.53079566481628,0.012259194395796848,30.0
